 x, y, z, yaw
191.4240, -197.7203, 2.6970, 0.2623
192.1783, -197.5176, 2.6815, 0.2623
192.8411, -197.3396, 2.6678, 0.2623
193.5581, -197.1470, 2.6529, 0.2623
194.3380, -196.9376, 2.6362, 0.2623
194.8850, -196.7906, 2.6238, 0.2623
195.6198, -196.5931, 2.6084, 0.2623
196.2044, -196.4360, 2.5968, 0.2623
196.7795, -196.2779, 2.5853, 0.2656
197.4831, -196.0670, 2.5700, 0.2834
198.1756, -195.8282, 2.5554, 0.3204
198.7778, -195.5851, 2.5423, 0.3696
199.7556, -195.0913, 2.5206, 0.4860
200.2613, -194.7718, 2.5087, 0.5624
200.7126, -194.4410, 2.4980, 0.6371
201.1417, -194.0833, 2.4870, 0.7094
201.5446, -193.7070, 2.4765, 0.7726
202.0098, -193.2291, 2.4638, 0.8303
202.3977, -192.8052, 2.4526, 0.8611
202.7823, -192.3690, 2.4418, 0.8760
203.1837, -191.8992, 2.4306, 0.8820
203.5652, -191.4437, 2.4198, 0.8840
203.9939, -190.9254, 2.4072, 0.8848
204.3531, -190.4889, 2.3965, 0.8850
205.0286, -189.6648, 2.3763, 0.8851
205.4487, -189.1527, 2.3633, 0.8851
206.1090, -188.3463, 2.3443, 0.8851
206.4404, -187.9412, 2.3350, 0.8851
206.7897, -187.5145, 2.3244, 0.8852
207.1540, -187.0588, 2.3128, 0.8916
207.7626, -186.1853, 2.2928, 0.9515
208.2811, -185.2597, 2.2738, 1.0396
208.5222, -184.8022, 2.2644, 1.0644
208.7651, -184.3464, 2.2552, 1.0746
209.2078, -183.5220, 2.2381, 1.0780
209.6565, -182.6886, 2.2196, 1.0782
210.1901, -181.7935, 2.1989, 1.0421
210.7020, -181.0585, 2.1811, 0.9913
211.0234, -180.5897, 2.1693, 0.9807
211.3098, -180.1678, 2.1586, 0.9783
211.8440, -179.3764, 2.1385, 0.9775
212.4479, -178.4822, 2.1158, 0.9774
212.7554, -178.0266, 2.1040, 0.9774
213.1131, -177.4973, 2.0906, 0.9774
213.4415, -177.0106, 2.0778, 0.9774
213.8121, -176.4620, 2.0629, 0.9775
214.1732, -175.9269, 2.0498, 0.9775
214.4797, -175.4724, 2.0376, 0.9775
214.8207, -174.9673, 2.0239, 0.9775
215.1942, -174.4142, 2.0084, 0.9775
215.6250, -173.7759, 1.9915, 0.9775
215.9616, -173.2769, 1.9788, 0.9776
216.3404, -172.7152, 1.9635, 0.9776
216.6956, -172.1887, 1.9483, 0.9776
217.1061, -171.5808, 1.9312, 0.9776
217.5373, -170.9415, 1.9139, 0.9776
217.9586, -170.3165, 1.8968, 0.9777
218.4541, -169.5820, 1.8756, 0.9777
218.8018, -169.0665, 1.8613, 0.9777
219.2240, -168.4405, 1.8434, 0.9777
219.6146, -167.8609, 1.8279, 0.9777
220.0152, -167.2668, 1.8104, 0.9778
220.5256, -166.5097, 1.7893, 0.9778
220.9538, -165.8745, 1.7710, 0.9778
221.3631, -165.2673, 1.7545, 0.9778
221.8273, -164.5786, 1.7348, 0.9778
222.3783, -163.7608, 1.7113, 0.9779
222.8447, -163.0565, 1.6919, 0.9842
223.2463, -162.4137, 1.6746, 1.0056
223.6349, -161.7392, 1.6561, 1.0448
224.0932, -160.8397, 1.6324, 1.1157
224.4875, -159.9473, 1.6094, 1.1906
224.7986, -159.1512, 1.5895, 1.2476
225.1553, -158.1447, 1.5643, 1.2944
225.4336, -157.2854, 1.5433, 1.3148
225.7324, -156.2809, 1.5186, 1.3273
226.0074, -155.2828, 1.4945, 1.3332
226.2910, -154.1952, 1.4679, 1.3364
226.5305, -153.2405, 1.4451, 1.3377
226.7951, -152.1616, 1.4183, 1.3384
227.0497, -151.1067, 1.3928, 1.3388
227.2468, -150.2826, 1.3724, 1.3389
227.4831, -149.2901, 1.3483, 1.3390
227.6577, -148.5541, 1.3296, 1.3391
227.8918, -147.5653, 1.3059, 1.3391
228.1249, -146.5784, 1.2814, 1.3392
228.3510, -145.6207, 1.2579, 1.3392
228.5659, -144.7092, 1.2358, 1.3393
228.7762, -143.8171, 1.2140, 1.3393
229.0060, -142.8422, 1.1908, 1.3393
229.2740, -141.7038, 1.1626, 1.3393
229.4477, -140.9658, 1.1451, 1.3394
229.6604, -140.0630, 1.1241, 1.3394
229.8573, -139.2263, 1.1045, 1.3394
230.0847, -138.2596, 1.0825, 1.3394
230.3224, -137.2498, 1.0608, 1.3394
230.5409, -136.3212, 1.0413, 1.3394
230.7783, -135.3122, 1.0207, 1.3394
230.9975, -134.3806, 1.0019, 1.3394
231.2159, -133.4523, 0.9830, 1.3394
231.4430, -132.4873, 0.9634, 1.3394
231.7331, -131.2546, 0.9383, 1.3394
231.9638, -130.2742, 0.9183, 1.3394
232.1999, -129.2712, 0.8978, 1.3394
232.4505, -128.2059, 0.8760, 1.3394
232.6783, -127.2379, 0.8561, 1.3394
232.9230, -126.1981, 0.8348, 1.3394
233.1405, -125.2735, 0.8158, 1.3394
233.4028, -124.1591, 0.7929, 1.3394
233.6631, -123.0528, 0.7701, 1.3394
233.8601, -122.2157, 0.7529, 1.3394
234.0675, -121.3344, 0.7348, 1.3394
234.2556, -120.5350, 0.7183, 1.3394
234.4513, -119.7033, 0.7012, 1.3393
234.6562, -118.8326, 0.6833, 1.3393
234.8255, -118.1133, 0.6685, 1.3393
235.0009, -117.3682, 0.6531, 1.3393
235.1831, -116.5942, 0.6372, 1.3393
235.3204, -116.0105, 0.6252, 1.3393
235.4794, -115.3352, 0.6113, 1.3393
235.6358, -114.6705, 0.5976, 1.3393
235.8009, -113.9692, 0.5831, 1.3393
235.9471, -113.3480, 0.5703, 1.3393
236.0814, -112.7775, 0.5586, 1.3393
236.2187, -112.1941, 0.5466, 1.3393
236.3602, -111.5928, 0.5343, 1.3393
236.4777, -111.0937, 0.5244, 1.3393
236.6188, -110.4940, 0.5124, 1.3393
236.7681, -109.8600, 0.4998, 1.3393
236.9885, -108.8957, 0.4807, 1.3450
237.0810, -108.3817, 0.4708, 1.3670
237.1575, -107.8210, 0.4602, 1.4015
237.2211, -107.2919, 0.4502, 1.4271
237.2953, -106.6984, 0.4389, 1.4400
237.3621, -106.1751, 0.4290, 1.4437
237.4287, -105.6522, 0.4191, 1.4449
237.4947, -105.1310, 0.4093, 1.4454
237.6581, -103.8335, 0.3854, 1.4456
237.7364, -103.2117, 0.3745, 1.4456
237.8093, -102.6325, 0.3645, 1.4456
237.8970, -101.9350, 0.3523, 1.4456
237.9847, -101.2368, 0.3405, 1.4456
238.0871, -100.4228, 0.3275, 1.4456
238.1815, -99.6722, 0.3157, 1.4456
238.2712, -98.9584, 0.3045, 1.4456
238.3683, -98.1868, 0.2923, 1.4456
238.4593, -97.4693, 0.2818, 1.4456
238.5493, -96.6597, 0.2694, 1.4552
238.6035, -95.8318, 0.2573, 1.4930
238.6082, -95.1332, 0.2477, 1.5456
238.5718, -94.3337, 0.2386, 1.6122
238.4990, -93.4877, 0.2270, 1.6687
238.4027, -92.5718, 0.2166, 1.6979
238.2988, -91.6971, 0.2072, 1.7069
238.1750, -90.7446, 0.1969, 1.7100
238.0695, -89.9685, 0.1884, 1.7108
237.9554, -89.1464, 0.1794, 1.7110
237.8403, -88.3250, 0.1702, 1.7111
237.7219, -87.4845, 0.1608, 1.7111
237.6108, -86.6969, 0.1519, 1.7111
237.5035, -85.9369, 0.1433, 1.7111
237.3810, -85.0697, 0.1333, 1.7111
237.2496, -84.1395, 0.1225, 1.7111
237.1133, -83.1712, 0.1115, 1.7111
236.9815, -82.2372, 0.1010, 1.7111
236.8548, -81.3403, 0.0919, 1.7111
236.7212, -80.4785, 0.0845, 1.7216
236.5231, -79.5249, 0.0769, 1.7685
236.2953, -78.7456, 0.0712, 1.8394
235.9520, -77.8501, 0.0660, 1.9357
235.5389, -76.9420, 0.0611, 2.0094
235.1772, -76.2001, 0.0566, 2.0369
234.8266, -75.4968, 0.0522, 2.0438
234.4712, -74.7966, 0.0477, 2.0455
234.1081, -74.0874, 0.0444, 2.0459
233.7090, -73.3104, 0.0416, 2.0460
233.3740, -72.6588, 0.0389, 2.0460
233.0607, -72.0500, 0.0348, 2.0460
232.7585, -71.4627, 0.0332, 2.0460
232.4231, -70.8108, 0.0328, 2.0461
232.1542, -70.3140, 0.0326, 2.0563
231.7556, -69.7104, 0.0306, 2.1119
231.3211, -69.1909, 0.0286, 2.1895
230.9170, -68.7442, 0.0282, 2.2388
230.2515, -67.9567, 0.0277, 2.2552
229.6207, -67.2932, 0.0274, 2.3055
228.9363, -66.6942, 0.0269, 2.3645
228.3095, -66.0864, 0.0263, 2.3667
227.6397, -65.5439, 0.0260, 2.4239
226.9343, -65.1779, 0.0262, 2.5385
226.2361, -64.7923, 0.0257, 2.5802
225.3957, -64.2671, 0.0228, 2.5809
224.5636, -63.7448, 0.0188, 2.5810
224.1331, -63.4745, 0.0171, 2.5811
223.5727, -63.1226, 0.0144, 2.5811
222.9666, -62.7724, 0.0105, 2.6021
222.3209, -62.4873, 0.0053, 2.6686
221.6649, -62.2456, 0.0003, 2.7305
220.9120, -61.9615, -0.0045, 2.7576
220.1821, -61.6723, -0.0073, 2.7611
219.3717, -61.3494, -0.0096, 2.7615
218.5159, -61.0080, -0.0101, 2.7615
217.6843, -60.6755, -0.0084, 2.7614
216.8414, -60.3386, -0.0067, 2.7614
215.8743, -59.9832, -0.0043, 2.7853
214.8673, -59.7171, -0.0001, 2.8692
213.8905, -59.5875, 0.0021, 2.9931
212.9914, -59.5655, 0.0022, 3.1061
211.9733, -59.6049, 0.0021, -3.0923
210.8305, -59.6814, 0.0019, -3.0573
209.7719, -59.7660, 0.0018, -3.0507
208.6369, -59.8658, 0.0017, -3.0491
207.3854, -59.9802, 0.0016, -3.0487
206.2343, -60.0639, 0.0016, -3.0683
204.9315, -60.0710, 0.0016, 3.1398
203.6013, -59.9991, 0.0026, 3.0649
202.5512, -59.9129, 0.0026, 3.0364
201.3999, -59.8022, 0.0018, 3.0259
200.1292, -59.6653, 0.0038, 3.0223
198.7541, -59.5054, 0.0019, 3.0210
197.4527, -59.3506, 0.0015, 3.0207
196.1299, -59.1914, 0.0015, 3.0206
194.5923, -59.0051, 0.0015, 3.0206
193.3074, -58.8490, 0.0015, 3.0206
192.0994, -58.7022, 0.0016, 3.0205
190.6679, -58.5281, 0.0016, 3.0205
189.0227, -58.3594, 0.0016, 3.0471
187.3782, -58.2881, 0.0017, 3.1280
185.8770, -58.3022, 0.0017, -3.0833
184.6080, -58.3529, 0.0018, -3.0509
183.2989, -58.4383, 0.0018, -3.0364
181.7864, -58.5701, 0.0019, -3.0300
180.3754, -58.7130, 0.0019, -3.0279
178.9997, -58.8417, 0.0018, -3.0450
177.6926, -58.9030, 0.0018, -3.1050
176.2130, -58.8757, 0.0018, 3.0800
174.5979, -58.7563, 0.0019, 3.0018
173.4036, -58.6258, 0.0060, 2.9747
172.0730, -58.4361, 0.0123, 2.9616
170.9278, -58.2521, 0.0170, 2.9574
169.5810, -58.0148, 0.0255, 2.9556
168.5244, -57.8216, 0.0270, 2.9550
167.3142, -57.5965, 0.0261, 2.9548
166.0302, -57.3755, 0.0246, 2.9719
164.7682, -57.1861, 0.0222, 2.9995
163.4723, -56.9985, 0.0204, 3.0104
162.2883, -56.8352, 0.0168, 3.0140
161.1552, -56.6835, 0.0113, 3.0154
159.8190, -56.5103, 0.0091, 3.0161
158.3957, -56.3278, 0.0010, 3.0165
156.9078, -56.1398, -0.0004, 3.0167
155.6830, -55.9997, -0.0000, 3.0291
154.1799, -55.8971, 0.0007, 3.0916
152.7472, -55.8909, 0.0011, -3.1020
151.4739, -55.9489, 0.0014, -3.0344
150.4116, -56.0308, 0.0016, -3.0011
149.0853, -56.1726, 0.0018, -2.9808
147.7764, -56.3491, 0.0019, -2.9722
146.6382, -56.5231, 0.0020, -2.9690
145.5658, -56.6982, 0.0021, -2.9676
144.5403, -56.8718, 0.0021, -2.9669
143.5573, -57.0418, 0.0022, -2.9666
142.3770, -57.2483, 0.0022, -2.9665
141.4162, -57.4175, 0.0022, -2.9664
140.1685, -57.6379, 0.0021, -2.9664
139.2811, -57.7949, 0.0021, -2.9664
138.2989, -57.9539, 0.0020, -2.9792
137.2933, -58.0677, 0.0019, -3.0250
136.3678, -58.1358, 0.0019, -3.0718
135.5420, -58.1847, 0.0018, -3.0965
134.6537, -58.2295, 0.0018, -3.1077
133.5224, -58.2754, 0.0017, -3.1127
132.5493, -58.3083, 0.0017, -3.1141
131.4438, -58.3418, 0.0017, -3.1146
130.4535, -58.3700, 0.0016, -3.1148
129.3880, -58.3993, 0.0016, -3.1149
128.2275, -58.4308, 0.0016, -3.1149
127.1580, -58.4595, 0.0016, -3.1149
125.8833, -58.4935, 0.0016, -3.1149
124.9186, -58.5193, 0.0016, -3.1149
123.4954, -58.5572, 0.0016, -3.1149
122.3880, -58.5868, 0.0016, -3.1149
121.3445, -58.6146, 0.0016, -3.1149
120.1945, -58.6329, 0.0016, -3.1260
118.9156, -58.6014, 0.0017, 3.1079
117.6944, -58.5010, 0.0017, 3.0311
116.5679, -58.3491, 0.0017, 2.9583
115.5967, -58.1814, 0.0027, 2.9104
114.4656, -57.9548, 0.0021, 2.8784
113.1321, -57.6424, 0.0019, 2.8610
112.1168, -57.3791, 0.0032, 2.8545
111.0402, -57.0840, 0.0030, 2.8512
109.7772, -56.7200, 0.0025, 2.8498
108.8949, -56.4607, 0.0022, 2.8493
107.8194, -56.1420, 0.0040, 2.8490
106.8340, -55.8461, 0.0025, 2.8488
105.9482, -55.5801, 0.0022, 2.8487
105.1470, -55.3390, 0.0021, 2.8487
104.2411, -55.0661, 0.0021, 2.8486
103.4017, -54.8130, 0.0022, 2.8486
102.4998, -54.5409, 0.0022, 2.8486
101.5948, -54.2679, 0.0022, 2.8486
100.8031, -54.0291, 0.0022, 2.8486
100.0574, -53.8042, 0.0022, 2.8486
99.3644, -53.5951, 0.0022, 2.8486
98.7040, -53.3959, 0.0022, 2.8486
98.0040, -53.1847, 0.0022, 2.8486
97.3625, -52.9912, 0.0022, 2.8486
96.6845, -52.7866, 0.0022, 2.8486
96.0970, -52.6094, 0.0022, 2.8486
95.5313, -52.4388, 0.0022, 2.8486
94.9946, -52.2769, 0.0021, 2.8486
94.4810, -52.1219, 0.0021, 2.8486
93.9903, -51.9739, 0.0021, 2.8486
93.4365, -51.8069, 0.0021, 2.8486
92.9290, -51.6537, 0.0021, 2.8486
92.0392, -51.3385, 0.0021, 2.8137
91.2605, -50.9321, 0.0022, 2.7218
90.8220, -50.6827, 0.0021, 2.6869
90.0714, -50.2883, 0.0021, 2.6746
89.3388, -49.9203, 0.0056, 2.6745
88.5632, -49.5836, 0.0046, 2.7142
87.7696, -49.3217, 0.0015, 2.7690
86.9544, -49.0199, 0.0073, 2.7756
86.1086, -48.6944, 0.0019, 2.7756
85.0650, -48.2954, 0.0012, 2.7756
84.0117, -47.8918, 0.0014, 2.7756
83.3903, -47.6537, 0.0014, 2.7756
82.8481, -47.4459, 0.0015, 2.7756
82.1351, -47.1727, 0.0015, 2.7756
81.5703, -46.9562, 0.0015, 2.7756
80.6917, -46.6456, 0.0015, 2.7961
80.0955, -46.4790, 0.0016, 2.8373
79.3527, -46.3263, 0.0016, 2.9068
78.7752, -46.2359, 0.0016, 2.9564
78.0191, -46.1316, 0.0016, 2.9978
77.3555, -46.0438, 0.0016, 3.0136
76.5316, -45.9378, 0.0017, 3.0193
75.6567, -45.8293, 0.0034, 3.0209
74.9237, -45.7389, 0.0023, 3.0213
74.0839, -45.6535, 0.0020, 3.0353
73.4495, -45.6252, 0.0019, 3.0708
72.7010, -45.6549, 0.0049, -3.1377
72.0236, -45.7617, 0.0028, -3.0395
71.5071, -45.9154, 0.0024, -2.9432
71.0025, -46.1360, 0.0023, -2.8357
70.5058, -46.4160, 0.0022, -2.7342
69.6692, -46.9961, 0.0047, -2.5960
69.0446, -47.6025, 0.0023, -2.4609
68.6999, -47.9918, 0.0020, -2.3983
68.2011, -48.5519, 0.0029, -2.3512
67.6408, -49.1373, 0.0019, -2.3452
67.1507, -49.6390, 0.0018, -2.3451
66.5921, -50.2101, 0.0017, -2.3451
66.0617, -50.8032, 0.0057, -2.3158
65.5765, -51.5810, 0.0016, -2.1966
65.2413, -52.3858, 0.0035, -2.0604
65.0602, -52.8791, 0.0027, -2.0046
64.7070, -53.8102, 0.0014, -1.9609
64.3193, -54.7704, 0.0014, -1.9571
63.9394, -55.7057, 0.0015, -1.9569
63.7495, -56.1731, 0.0015, -1.9569
63.5391, -56.6906, 0.0015, -1.9569
63.3221, -57.2245, 0.0015, -1.9569
63.1021, -57.7873, 0.0015, -1.9497
62.8959, -58.3945, 0.0016, -1.9205
62.7318, -59.0130, 0.0016, -1.8668
62.6379, -59.5129, 0.0025, -1.8079
62.5683, -60.1129, 0.0064, -1.7307
62.5386, -60.6898, 0.0078, -1.6607
62.5338, -61.3019, 0.0081, -1.6000
62.5458, -61.9142, 0.0080, -1.5571
62.5669, -62.5479, 0.0047, -1.5340
62.5970, -63.2037, 0.0021, -1.5177
62.6629, -63.9206, 0.0012, -1.4845
62.7716, -64.6215, 0.0061, -1.4287
62.9376, -65.3043, 0.0051, -1.3504
63.1165, -65.8393, 0.0026, -1.2762
63.3851, -66.4634, 0.0016, -1.1781
63.7139, -67.0749, 0.0014, -1.0787
64.1021, -67.6816, 0.0014, -0.9869
64.6405, -68.4122, 0.0014, -0.9005
65.1497, -69.0125, 0.0015, -0.8384
65.7144, -69.5747, 0.0016, -0.7644
66.1698, -69.9626, 0.0017, -0.7006
66.9678, -70.5477, 0.0017, -0.5999
67.6047, -70.9581, 0.0016, -0.5407
68.2775, -71.3639, 0.0016, -0.5040
68.9883, -71.7729, 0.0016, -0.4872
69.6671, -72.1479, 0.0016, -0.4805
70.3252, -72.5015, 0.0016, -0.4776
71.0498, -72.8749, 0.0016, -0.4688
71.7876, -73.2215, 0.0016, -0.4409
72.3999, -73.4784, 0.0016, -0.4038
73.1622, -73.7656, 0.0016, -0.3532
74.0757, -74.0794, 0.0016, -0.3057
74.9635, -74.3481, 0.0016, -0.2656
75.7589, -74.5408, 0.0026, -0.2172
76.7383, -74.7114, 0.0066, -0.1416
77.6229, -74.7994, 0.0079, -0.0584
78.5725, -74.8105, 0.0082, 0.0469
79.4041, -74.7410, 0.0133, 0.1513
80.0721, -74.6334, 0.0110, 0.2416
80.8048, -74.4444, 0.0045, 0.3456
81.5887, -74.1226, 0.0056, 0.4717
82.2133, -73.7624, 0.0034, 0.5854
82.6610, -73.4076, 0.0075, 0.6796
83.0423, -73.0167, 0.0083, 0.7792
83.5470, -72.2327, 0.0025, 0.9566
83.7714, -71.7673, 0.0019, 1.0324
84.2112, -70.9378, 0.0033, 1.0620
84.7287, -70.1579, 0.0018, 1.0099
85.0349, -69.7067, 0.0016, 0.9935
85.6333, -68.8201, 0.0016, 0.9798
86.2437, -68.0233, 0.0270, 0.9197
86.6124, -67.6452, 0.0308, 0.8613
87.0855, -67.2480, 0.0334, 0.7722
87.5220, -66.9514, 0.0314, 0.6873
87.9704, -66.6936, 0.0213, 0.6052
88.8926, -66.2681, 0.0095, 0.4596
89.4092, -66.0660, 0.0065, 0.4050
89.9843, -65.8520, 0.0045, 0.3679
90.4760, -65.6705, 0.0035, 0.3532
91.0484, -65.4600, 0.0028, 0.3469
91.5917, -65.2623, 0.0023, 0.3448
92.2165, -65.0367, 0.0020, 0.3439
93.0526, -64.7363, 0.0018, 0.3435
93.5916, -64.5431, 0.0017, 0.3435
94.2342, -64.3130, 0.0016, 0.3434
94.8511, -64.0992, 0.0016, 0.3375
95.4592, -63.9097, 0.0016, 0.3162
96.3888, -63.6814, 0.0017, 0.2498
97.0461, -63.5736, 0.0017, 0.1824
97.7006, -63.5084, 0.0017, 0.1097
98.4231, -63.4762, 0.0017, 0.0365
99.1437, -63.4752, 0.0016, -0.0207
99.8065, -63.4916, 0.0016, -0.0548
100.4289, -63.5171, 0.0016, -0.0720
101.1196, -63.5569, 0.0032, -0.0814
101.9328, -63.6111, 0.0049, -0.0863
102.6585, -63.6650, 0.0029, -0.0884
103.5212, -63.7364, 0.0018, -0.0895
104.2256, -63.7925, 0.0027, -0.0850
105.0021, -63.8340, 0.0046, -0.0627
105.7649, -63.8425, 0.0025, -0.0216
106.7757, -63.8004, 0.0016, 0.0520
107.5216, -63.7354, 0.0029, 0.1068
108.3475, -63.6334, 0.0036, 0.1559
109.2036, -63.5081, 0.0022, 0.1874
109.9326, -63.3893, 0.0017, 0.2010
110.8271, -63.2304, 0.0055, 0.2100
111.6991, -63.0594, 0.0031, 0.2148
112.4262, -62.9162, 0.0020, 0.2121
113.2893, -62.7629, 0.0015, 0.1907
114.2734, -62.6276, 0.0014, 0.1393
114.9174, -62.5658, 0.0014, 0.0951
115.8061, -62.5115, 0.0015, 0.0340
116.6204, -62.4881, 0.0015, -0.0137
117.4512, -62.4827, 0.0015, -0.0468
118.2881, -62.4935, 0.0015, -0.0659
119.2511, -62.5262, 0.0015, -0.0780
120.0867, -62.5686, 0.0015, -0.0837
120.8101, -62.6135, 0.0016, -0.0867
121.7623, -62.6812, 0.0016, -0.0890
122.7565, -62.7592, 0.0016, -0.0902
123.6494, -62.8333, 0.0016, -0.0908
124.5564, -62.9113, 0.0016, -0.0911
125.4494, -62.9898, 0.0016, -0.0913
126.3024, -63.0659, 0.0016, -0.0914
127.4844, -63.1726, 0.0016, -0.0915
128.4657, -63.2617, 0.0016, -0.0915
129.5957, -63.3655, 0.0021, -0.0916
130.7466, -63.4719, 0.0044, -0.0916
131.5135, -63.5404, 0.0034, -0.0916
132.6080, -63.6407, 0.0030, -0.0916
133.5217, -63.7255, 0.0049, -0.0916
134.5613, -63.8198, 0.0033, -0.0916
135.5563, -63.9110, 0.0021, -0.0916
136.4071, -63.9894, 0.0020, -0.0916
137.4597, -64.0862, 0.0018, -0.0916
138.3544, -64.1685, 0.0018, -0.0916
139.2970, -64.2555, 0.0025, -0.0916
140.1641, -64.3350, 0.0021, -0.0916
141.0260, -64.4143, 0.0020, -0.0916
142.1112, -64.5140, 0.0020, -0.0916
142.9464, -64.5908, 0.0021, -0.0916
143.8998, -64.6784, 0.0021, -0.0916
144.5617, -64.7392, 0.0022, -0.0916
145.3662, -64.8131, 0.0022, -0.0916
146.2271, -64.8922, 0.0022, -0.0916
146.9131, -64.9552, 0.0022, -0.0916
147.7933, -65.0361, 0.0022, -0.0916
148.6138, -65.1115, 0.0022, -0.0916
149.3578, -65.1798, 0.0023, -0.0916
150.0401, -65.2425, 0.0023, -0.0916
150.7824, -65.3107, 0.0023, -0.0916
151.4052, -65.3679, 0.0023, -0.0916
152.0607, -65.4281, 0.0023, -0.0916
152.7316, -65.4897, 0.0022, -0.0916
153.3440, -65.5460, 0.0022, -0.0916
153.9566, -65.6022, 0.0022, -0.0916
154.5233, -65.6543, 0.0022, -0.0916
155.1587, -65.7189, 0.0023, -0.0972
155.7067, -65.7916, 0.0029, -0.1154
156.2191, -65.8822, 0.0049, -0.1470
156.7710, -66.0132, 0.0097, -0.1982
157.2585, -66.1598, 0.0163, -0.2522
157.7697, -66.3389, 0.0249, -0.3063
158.2552, -66.5272, 0.0327, -0.3480
158.8047, -66.7507, 0.0402, -0.3772
159.6704, -67.1040, 0.0521, -0.3905
160.5129, -67.4506, 0.0696, -0.3919
161.2965, -67.8021, 0.0833, -0.4130
161.9828, -68.1950, 0.0880, -0.4808
162.6980, -68.6986, 0.0910, -0.5679
163.4047, -69.2204, 0.0941, -0.6123
164.1277, -69.7388, 0.0965, -0.6196
164.5994, -70.0869, 0.0982, -0.6283
165.0106, -70.4202, 0.0998, -0.6535
165.7105, -71.1051, 0.1024, -0.7487
166.2792, -71.8711, 0.1054, -0.8949
166.5585, -72.3714, 0.1076, -0.9923
166.8252, -72.9526, 0.1112, -1.0896
167.1755, -73.9039, 0.1189, -1.2088
167.3109, -74.4132, 0.1221, -1.2724
167.4122, -74.9692, 0.1253, -1.3491
167.4676, -75.4973, 0.1284, -1.4242
167.4934, -76.1560, 0.1350, -1.5079
167.4863, -76.8397, 0.1408, -1.5750
167.4639, -77.3971, 0.1446, -1.6130
167.4322, -77.9913, 0.1483, -1.6360
167.3952, -78.5971, 0.1521, -1.6462
167.3423, -79.3567, 0.1568, -1.6510
167.2959, -79.9706, 0.1606, -1.6525
167.2384, -80.6994, 0.1651, -1.6532
167.1856, -81.4582, 0.1699, -1.6458
167.1602, -82.2661, 0.1750, -1.6140
167.1692, -83.0182, 0.1797, -1.5702
167.1927, -83.6741, 0.1838, -1.5362
167.2227, -84.3293, 0.1880, -1.5143
167.2598, -85.0399, 0.1924, -1.5027
167.2955, -85.7318, 0.1968, -1.5025
167.3179, -86.5416, 0.2020, -1.5252
167.3117, -87.2085, 0.2062, -1.5611
167.2762, -88.0661, 0.2116, -1.6121
167.2240, -88.8726, 0.2167, -1.6494
167.1554, -89.7545, 0.2223, -1.6722
167.0899, -90.4933, 0.2270, -1.6811
167.0095, -91.3095, 0.2323, -1.6859
166.9236, -92.1188, 0.2376, -1.6882
166.8363, -92.9045, 0.2426, -1.6893
166.7194, -93.9223, 0.2495, -1.6899
166.6288, -94.6965, 0.2546, -1.6901
166.5079, -95.7182, 0.2616, -1.6903
166.4115, -96.5276, 0.2670, -1.6903
166.2914, -97.5327, 0.2736, -1.6903
166.1749, -98.5051, 0.2803, -1.6903
166.0600, -99.4629, 0.2868, -1.6903
165.9579, -100.2676, 0.2920, -1.6953
165.8083, -101.2555, 0.2987, -1.7206
165.6365, -102.1471, 0.3050, -1.7657
165.3829, -103.1620, 0.3119, -1.8422
165.1103, -104.0139, 0.3179, -1.9240
164.7537, -104.9143, 0.3244, -2.0213
164.3595, -105.7441, 0.3304, -2.1117
163.9912, -106.4197, 0.3354, -2.1798
163.4928, -107.2329, 0.3418, -2.2468
162.9039, -108.0948, 0.3483, -2.2954
162.2283, -108.9846, 0.3558, -2.3251
161.4864, -109.8771, 0.3644, -2.3414
160.8693, -110.5758, 0.3699, -2.3486
160.0420, -111.4703, 0.3778, -2.3536
159.2456, -112.3035, 0.3863, -2.3560
158.5430, -113.0258, 0.3926, -2.3572
157.7464, -113.8343, 0.4004, -2.3578
157.0701, -114.5156, 0.4068, -2.3580
156.2173, -115.3707, 0.4148, -2.3582
155.3627, -116.2250, 0.4225, -2.3583
154.6422, -116.9440, 0.4284, -2.3583
153.8802, -117.7037, 0.4340, -2.3583
152.9743, -118.5845, 0.4396, -2.3720
152.1558, -119.3193, 0.4438, -2.4149
151.4439, -119.8957, 0.4467, -2.4732
150.6319, -120.4861, 0.4493, -2.5474
149.6487, -121.1298, 0.4516, -2.6218
148.6032, -121.7587, 0.4532, -2.6653
147.6848, -122.2737, 0.4540, -2.6824
146.7827, -122.7523, 0.4542, -2.6903
145.6983, -123.3036, 0.4537, -2.6946
144.6103, -123.8408, 0.4525, -2.6964
143.1370, -124.5546, 0.4496, -2.6973
141.9832, -125.1082, 0.4464, -2.6975
141.1377, -125.5123, 0.4435, -2.6976
140.0495, -126.0288, 0.4411, -2.6976
138.8981, -126.5795, 0.4353, -2.6979
137.6371, -127.1793, 0.4273, -2.6981
136.5633, -127.6887, 0.4232, -2.6979
135.0674, -128.3997, 0.4112, -2.6977
133.9410, -128.9346, 0.4029, -2.6976
132.8148, -129.4696, 0.3949, -2.6976
131.7574, -129.9722, 0.3876, -2.6976
130.7044, -130.4726, 0.3800, -2.6976
129.7468, -130.9178, 0.3735, -2.7057
128.6279, -131.3939, 0.3661, -2.7454
127.4986, -131.7974, 0.3587, -2.8219
126.6351, -132.0393, 0.3531, -2.9009
125.8381, -132.2040, 0.3479, -2.9851
124.9168, -132.3174, 0.3418, -3.0909
